glico	lojbo	spano
Such was the first intrusion of the fantastic world into the real world.	.i la'e di'u pa moi nu gunta fa le xanri munje le zasti munje	Tal fue la primera intrusión del mundo fantástico en el mundo real.
A chance that still worries me made me also witness the second intrusion.	.i le snuti noi mi ca'o xanka ke'a cu rinka le nu mi zgana le remoi nu gunta	Un azar que me inquieta hizo que yo también fuera testigo de la segunda.
It happened a few months later, in a Brazilian grocery store, in Cuchilla Negra.	.i fasnu ba za la'u le masti be li so'o bu'u le brazo zarci be lo cidja bu'u la'o .braz.Cuchilla Negra.braz.	Ocurrió unos meses después, en la pulpería de un brasilero, en la Cuchilla Negra.
Amorim and I were returning from Sant'Anna.	.i la amorim e mi ca'o klama le jai purci la'o .itl.Sant'Anna.itl.	Amorim y yo regresábamos de Sant'Anna.
A flood of the Tacuarembó River forced us to try (and endure) that rudimentary hospitality.	.i le nu la'o .span.Tacuarembó.span noi rirxe cu bancu le zbani cu bapli le nu mi'a troci je renvi lo ka vitke co na'e prane	Una creciente del río Tacuarembó nos obligó a probar (y a sobrellevar) esa rudimentaria hospitalidad.
The storekeeper arranged some creaking cots for us in a large room, cluttered with barrels and hides.	.i le te vitke curmi le nu mi'a pilno le za'u ckana co se savru noi zvati le barda kumfa noi culno lo slanu botpi joi lo sunla	El pulpero nos acomodó unos catres crujientes en una pieza grande, entorpecida de barriles y cueros.
We went to bed, but the drunkenness of an invisible neighbor kept us from sleeping until dawn, who alternated inextricable insults with bouts of milongas - or rather with bouts of a single milonga.	.i mi'a troci gi'e fliba vau lo ka co'a sipna .i co'u le cermurse le pa xabju be lo drata kumfa be'o poi na se viska gi'e ba'o pinxe loi xalka cu jai zunti le nu mi'a sipna kei lo ka slilu fi lo ka cilce cusku lo mabla kei ce lo ka sanga lo me lai milongas. noi pamei sa'e	Nos acostamos, pero no nos dejó dormir hasta el alba la borrachera de un vecino invisible, que alternaba denuestos inextricables con rachas de milongas -más bien con rachas de una sola milonga.
As is to be expected, we attributed this insistent shouting to the fiery cane of the boss...	.i ba'a mi'a jinvi le du'u le nu ru'i cladu tavla cu se rinka tu'a le xalka be fi lo satysrasu be'o pe le jatna	Como es de suponer, atribuimos a la fogosa caña del patrón ese griterío insistente...
At dawn, the man was dead in the corridor.	.i ca le cermurse cu facki le du'u le nanmu cu morsi bu'u le nenri klaji	A la madrugada, el hombre estaba muerto en el corredor.
The harshness of his voice had fooled us: he was a young boy.	.i le nu le voksa cu jursa cu tcica mi'a .i ra pu citno nanla	La aspereza de la voz nos había engañado: era un muchacho joven.
In his delirium, a few coins and a shiny metal cone, the diameter of a dice, had fallen from the belt.	.i ca le nu ra tarti lo ka jai fenki kei le so'u sicni e le pa minra jinme konju noi dunli lo'e kelkubli lo ka se canlu makau cu mo'u farlu fi le karli be le xadmidju	En el delirio se le habían caído del tirador unas cuantas monedas y un cono de metal reluciente, del diámetro de un dado.
In vain a boy tried to pick up that cone.	.i le .i'u nai nanla cu fliba lo ka jbera le konju	En vano un chico trató de recoger ese cono.
A man barely managed to lift it.	.i le .i'u nai makcu nanmu cu se nandu je snada lo ka lafygau ra	Un hombre apenas acertó a levantarlo.
I held it in the palm of my hand for a few minutes: I remember that its weight was intolerable and that after the cone was withdrawn, the oppression lasted.	.i mi pu jgari ra le xanflira be mi ze'a le mentu be li so'o .i ba'a nai pu mutce tilju ije ba le nu co'a vimcu kei mi ca'o cinmo lo ka se danre	Yo lo tuve en la palma de la mano algunos minutos: recuerdo que su peso era intolerable y que después de retirado el cono, la opresión perduró.
I also remember the precise circle that it carved into my flesh.	.i ji'a mi ca'o carmi lifri lo ka le satci djine cu sraku le rectu be ce'u	También recuerdo el círculo preciso que me grabó en la carne.
This sensation of a very small and at the same time very heavy object left an unpleasant impression of disgust and fear.	.i le nu lifri tu'a su'o da poi mutce cmalu gi'e mutce tilju cu te cinmo lo ka se rigni gi'e se terpa	Esa evidencia de un objeto muy chico y a la vez pesadísimo dejaba una impresión desagradable de asco y de miedo.
A fellow countryman suggested that it be thrown into the river. Amorim acquired it for a few pesos.	.i le pa diklo prenu cu stidi lo ka renro le dacti le rirxe .i la amorim cu te vecnu tu'a ra fo tu'a le rupnu be li so'o	Un paisano propuso que lo tiraran al río correntoso. Amorim lo adquirió mediante unos pesos.
Nobody knew anything about the dead man, except "that he came from the border."	.i no ne'a prenu cu djuno fi le morsi prenu fe su'o da poi na du'u sa'a ri klama lo te korbi	Nadie sabía nada del muerto, salvo "que venía de la frontera".
Those small and very heavy cones (made of a metal that is not from this world) are an image of divinity, in certain religions of Tlön.	.i le tai konju poi cmalu gi'e mutce tilju zi'e noi marji loi jinme poi se krasi lo bancu be ti voi munje cu pixra lo cevni va'o tu'a so'o lijda pe la tlon	Esos conos pequeños y muy pesados (hechos de un metal que no es de este mundo) son imagen de la divinidad, en ciertas religiones de Tlön.
Here I end the personal part of my narrative.	.i ca'e la'e di'u romoi pagbu le citri be le sivni be mi mi	Aquí doy término a la parte personal de mi narración.
The rest is in the memory (if not in hope or fear) of all my readers.	.i le drata cu jai se morji gi'u ta'o jai se pacna gi'a jai se terpa ro tcidu be dei	Lo demás está en la memoria (cuando no en la esperanza o en el temor) de todos mis lectores.
It is enough for me to recall or mention the subsequent events, with a mere brevity of words that the general recollection of all will enrich or amplify.	.i be'ucu'i mi skicu le noi ba'e se lifri vau za'u ba fasnu fo lo ka cusku so'u da noi ja'e lo nu le'i se cecmu cu simxa lo ka tavla fi le se morji cu jai se ciksi fo lo ricfu gi'a te jmina so'i de	Básteme recordar o mencionar los hechos subsiguientes, con una mera brevedad de palabras que el cóncavo recuerdo general enriquecerá o ampliará.
Around 1944, a researcher for the newspaper The American (of Nashville, Tennessee) brought to light the forty volumes of the First Encyclopedia of Tlön in a Memphis library.	.i de'i li ji'i nanca bu pa so vo vo le pa selfu be fi lo ka lanli bei fe tu'a le karni be me'e zoi gy.The American.gy. be'o pe la nacvil pe bu'u la tenesis cu co'a penmi le vo no cukta poi selci la pamoi skecku pe la tlon ku'o le ckumuzga be bu'u la memfis	Hacia 1944 un investigador del diario The American (de Nashville, Tennessee) exhumó en una biblioteca de Memphis los cuarenta volúmenes de la Primera Enciclopedia de Tlön.
To this day it is disputed whether this discovery was accidental or if it was consented to by the directors of the still nebulous Orbis Tertius.	.i ta'e ca'o darlu le du'u le nu facki cu snuti kei le du'u ri te zukte be fi lei jatna be la .orbis.tertius. noi ca'o sivni	Hasta el día de hoy se discute si ese descubrimiento fue casual o si lo consintieron los directores del todavía nebuloso Orbis Tertius.
The latter is plausible.	.i le te go'i cu lakne	Es verosímil lo segundo.
Some incredible features of the Eleventh Volume (e.g., the multiplication of the hrönir) have been eliminated or attenuated in the Memphis copy; it is reasonable to imagine that these deletions obey the plan to exhibit a world that is not too incompatible with the real world.	.i so'o cizra tcila be le se slecku be le pa pa moi (to mu'a loi me la xron cu zenba lo ka xo kau mei toi) cu se vimcu fi le fukpi be bu'u la memfis gi'a se (to'e basna fukpi bu .i racli fa lo ka jinvi le du'u le di'u nu vimcu cu sarxu le sidbo be lo nu zgagau lo munje poi na mutce lo ka na mapti le zasti munje	Algunos rasgos increíbles del Onceno Tomo (verbigracia, la multiplicación de los hrönir) han sido eliminados o atenuados en el ejemplar de Memphis; es razonable imaginar que esas tachaduras obedecen al plan de exhibir un mundo que no sea demasiado incompatible con el mundo real.
The dissemination of objects from Tlön in various countries would complement this plan...(6) The fact is that the international press endlessly trumpeted the "find".	.i lo nu so'i gugde cu te penmi lo dacti pe ra'i la tlon cu da'i romoi pagbu le se platu (to'i xa mai toi) .i fatci fa le du'u so'i da poi gugde zo'u so'i de karni ce'e fi tu'a da fe lo nu skicu fo lo ka sa'a se penmi	La diseminación de objetos de Tlön en diversos países complementaría ese plan...(6)El hecho es que la prensa internacional voceó infinitamente el "hallazgo".
Manuals, anthologies, summaries, verbatim versions, authorized reprints, and pirated reprints of the Greater Works of Men littered and still litter the earth.	.i fa loi ctuca cukta fa loi te ganzu be lo cfika fa loi cukta be lo ve skicu fa loi satci fukpi e loi se zanru fukpi e loi zekri fukpi vu'o poi lu'a ke'a fukpi le za'u jai rai banli se finti be loi remna cu ba'o je ca'o festi culno le terdi	Manuales, antologías, resúmenes, versiones literales, reimpresiones autorizadas y reimpresiones piráticas de la Obra Mayor de los Hombres abarrotaron y siguen abarrotando la tierra.
Almost immediately, reality gave way in more ways than one.	.i ba zi ku lo'e zasti cu randa so'i tadji	Casi inmediatamente, la realidad cedió en más de un punto.
The truth is that it longed to give in.	.i je'u lo'e go'i pu djica pe'a lo nu ri randa	Lo cierto es que anhelaba ceder.
Ten years ago any symmetry with the appearance of order - dialectical materialism, anti-Semitism, Nazism - was enough to captivate men.	.i pu za la'u le nanca be li pa no fa ro mirlanxe poi simlu lo ka cnici zi'e noi me ke'a fa le nalmutske be lo fapro fa le si'o xebni lo'e xebro fa le si'o lo natmi cu ralju cu banzu lo nu trina so'i prenu	Hace diez años bastaba cualquier simetría con apariencia de orden -el materialismo dialéctico, el antisemitismo, el nazismo- para embelesar a los hombres.
How not to submit to Tlön, to the meticulous and vast evidence of an orderly planet? Useless to answer that reality is also ordered.	.i ma paunai tadji lo nu na co'a lacri la .tlon. e le banli je condi platu be le cnici munje .i no da prali fi lo ka spusku le se du'u le ji'a dei munje cu cnici	¿Cómo no someterse a Tlön, a la minuciosa y vasta evidencia de un planeta ordenado? Inútil responder que la realidad también está ordenada.
Perhaps it is, but according to divine laws - I translate: inhuman laws - that we never quite grasp.	.i ju'o cu'i go'i te ja'i ku'i lo cevni .i va'i sei mi fanva go'i te ja'i na'e bo lo remna ja'i lo no roi ro va'e lo ka se jimpe mi'o	Quizá lo esté, pero de acuerdo a leyes divinas -traduzco: a leyes inhumanas- que no acabamos nunca de percibir.
Tlön may be a labyrinth, but it is a labyrinth concocted by men, a labyrinth destined for men to decipher.	.i la tlon cu ke ju'o cu'i canlu lo so'i pluta gi'e ju'a se finti lei remna gi'e se dimna lo ka lei remna cu jimpe fi ce'u	Tlön será un laberinto, pero es un laberinto urdido por hombres, un laberinto destinado a que lo descifren los hombres.
Tlön's contact and habit have disintegrated this world.	.i le nu co'a ku se slabu la .tlon. gi'e tarti tu'a ri kei pu daspo le nau munje	El contacto y el hábito de Tlön han desintegrado este mundo.
Enchanted by its rigor, humanity forgets and forgets again that it is a rigor of chess players, not of angels.	.i ki'u le nu prami le nu ra satci kei loi remna so'i re'u co'u morji le du'u satci ra'i lo pe'a ci'erkei be lo caxmati pe'e je nai lo angeli
"	Encantada por su rigor, la humanidad olvida y torna a olvidar que es un rigor de ajedrecistas, no de ángeles.
The (conjectural) "primitive language" of Tlön has already penetrated the schools; already the teaching of its harmonious history (and full of moving episodes) has obliterated the one that presided over my childhood; already in the memories a fictitious past occupies the place of another, of which we know nothing with certainty - not even that it is false.	.i le se smadi za'e sampu bangu pe la .tlon. xa'o se tadni le'e ve ckule .i le nu ctuca le sarxe citri be ra be'o noi culno so'i te cinmo lisri cu mo'u vimcu le nu ctuca le purci citri pe le nu mi verba .i je xa'o ku le xanri purci poi se morji cu basti le drata purci noi ro da pe ke'a zo'u ma'a na birti da gi'e ji'a na djuno le du'u da jitfa	Ya ha penetrado en las escuelas el (conjetural), "idioma primitivo" de Tlön; ya la enseñanza de su historia armoniosa (y llena de episodios conmovedores) ha obliterado a la que presidió mi niñez; ya en las memorias un pasado ficticio ocupa el sitio de otro, del que nada sabemos con certidumbre -ni siquiera que es falso.
Numismatics, pharmacology and archeology have been reformed.	.i lo'e sicni e lo'e farmako e lo'e tcepru mo'u cenba lo ka makau saske ce'u	Han sido reformadas la numismática, la farmacología y la arqueología.
I understand that biology and mathematics also await their avatar...	.i mi jimpe le du'u ji'a denpa lo nu le muvyske e le cmaci cu se galfi	Entiendo que la biología y las matemáticas aguardan también su avatar...
A scattered dynasty of loners has changed the face of the world.	.i le lanzu cecmu be lo nonkansa prenu ba'o gasnu le galfi be le flira pe'a tarmi be le munje	Una dispersa dinastía de solitarios ha cambiado la faz del mundo.
Their task continues.	.i le nu zukte be le lanzu ca'o renvi	Su tarea prosigue.
If our forecasts are not wrong, a hundred years from now someone will discover the hundred volumes of the Second Encyclopedia of Tlön.	.i ganai le se smadi be mi'a na jitfa gi ba za la'u le nanca be li pa ki'o fa pa da penmi le pa ki'o slecku pe le remoi skecku be la .tlon.	Si nuestras previsiones no erran, de aquí a cien años alguien descubrirá los cien tomos de la Segunda Enciclopedia de Tlön.
Then English and French and mere Spanish will disappear from the planet.	.i ba ku ca le di'u cedra no da bu'u le terdi be ma'a ba se bangu le glico a le fraso a le spano	Entonces desaparecerán del planeta el inglés y el francés y el mero español.
The world will be Tlön.	.i le munje be ma'a ba me la tlon	El mundo será Tlön.
I pay no attention to this, I continue revising, in the quiet days at the Adrogué hotel, an indecisive Quevedian translation (which I am not going to get it in print) of Browne's Urn Burial.	.i go'i a'ucu'i .i mi ca'o zanzengau ca le smaji dorcte be fi la'o .span.Adrogué.span. noi xotli ku'o fe le milxe cunso je se tarmi be la'o .span.Quevedo.span. xe fanva (to ai nai prina cukta toi) be la'e "lu botpi le pulce be lo morsi lu'u ne fi'e la'o gy.Brown.gy.	Yo no hago caso, yo sigo revisando en los quietos días del hotel de Adrogué una indecisa traducción quevediana (que no pienso dar a la imprenta) del Urn Burial de Browne.
		
1. Haslam has also published A General History of Labyrinths.	.i pa mai la'o .glic.Haslam.glic. finti la'e ji'a "lu mulno citri lo'e lutseltcana li'u"	1. Haslam ha publicado también A General History of Labyrinths.
2. Russell (The Analysis of Mind, 1921, page 159) supposes that the planet has been created a few minutes ago, endowed with a humanity that "remembers" an illusory past.	.i re mai la'o gy.Russel.gy. cu ciska fi le 159 moi papri pe la'e "lu nu lanli le menli li'u" ne de'i li 1921 fe lu'i le nu le munje co'a gau zasti pu za la'u le mentu be li so'u fa lu'o le ji'a ro remna poi za'e morji fi le da'i purci poi da'i nai xanri	2. Russell (The Analysis of Mind, 1921, página 159) supone que el planeta ha sido creado hace pocos minutos, provisto de una humanidad que "recuerda" un pasado ilusorio.
3. A century, according to the duodecimal system, means a period of one hundred and forty-four years.	.i ci mai ji'u le si'o saclu fi li pa re lo ka sorna'acedra cu ka nanca li pa vo vo	3. Siglo, de acuerdo con el sistema duodecimal, significa un período de ciento cuarenta y cuatro años.
4. Today, one of the churches of Tlön platonically maintains that such pain, such a greenish hue of yellow, such a temperature, such a sound, are the only reality.	lu .i vo mai caku pa le ckule be la tlon cu ckule fi lo nu le di'u nu cortu joi le crino bi'o pelxu joi le di'u ni glare joi le di'u sance cu olkai lo ka zasti	4. En el día de hoy, una de las iglesias de Tlón sostiene platónicamente que tal dolor, que tal matiz verdoso del amarillo, que tal temperatura, que tal sonido, son la única realidad.
All men, in the veniginous instant of coitus, are the same man.	.i lo'i remna poi fasnu fa lo noi fenki ku'o nu ke'a co'i ca'a gletu cu simxu lo ka du	Todos los hombres, en el vertiginoso instante del coito, son el mismo hombre.
Every man who repeats a line from Shakespeare is William Shakespeare."	.i ro da poi prenu gi'e fasnu fa lo noi krefu ku'o cusku lo se tcidu be fi lo linji pe la .ceikspir. cu du la .uiliam.ceikspir. li'u	Todos los hombres que repiten una línea de Shakespeare, son William Shakespeare. "
5. Buckley was a freethinker, a fatalist, and an advocate of slavery.	.i mu mai la'o gy.Buckley.gy. pu na'o zifre lo ka pensi lu'a lo vrici kei gi'e se lijda lo dimna gi'e darlu lo nu pilno lo'e bai selfu	5. Buckley era librepensador, fatalista y defensor de la esclavitud.
6. Naturally, there remains the problem of the matter of some objects.	.i xa mai li'a za'o li'a nabmi fa lo nu so'o dacti zo'u ni ri marji kei fa makau	6. Queda, naturalmente, el problema de la materia de algunos objetos.
